ticker,name,group,performance_today,performance_1w,performance_1m,performance_3m,performance_6m,performance_ytd
ASTH,Astrana Health Inc,Medical Care Facilities,-3.1565657,0.7619548,-3.5220125,-2.0934389,58.274864,54.574768
ASTS,AST SpaceMobile Inc,Communication Equipment,-2.05,-5.8474846,-17.388248,-27.138607,-34.64917,-19.083023
ASX,ASE Technology Holding CoLtd ADR,Semiconductors,0.10787486,-9.902913,-6.9907293,-8.481262,74.19052,130.559
ATAI,AtaiBeckley Inc,Biotechnology,0,0,0,0,0,0
ATAT,Atour Lifestyle Holdings Ltd ADR,Lodging,-3.5736291,-5.5236945,-11.306319,-5.9777713,-15.130152,-20.558376
ATEC,Alphatec Holdings Inc,Medical Devices,-1.8416207,18.642181,12.804233,20.998865,-13.823767,-49.334602
ATEN,A10 Networks Inc,Software - Infrastructure,4.451386,7.906414,-2.1937842,-19.573061,24.650513,51.215378
ATEX,Anterix Inc,Telecom Services,-2.1007862,-9.496009,-17.047068,1.9186904,93.085915,247.96152
ATHM,Autohome Inc ADR,Internet Content & Information,-1.658222,-0.23364486,-5.0689197,18.021006,18.479467,-4.0880504
ATI,ATI Inc,Metal Fabrication,-0.7759766,-9.610729,-19.453793,-7.276249,31.657263,62.678635
ATKR,Atkore Inc,Electrical Equipment & Parts,0.5102583,0.36089587,0.89638245,16.483923,68.478264,49.486168
ATLC,Atlanticus Holdings Corp,Credit Services,-1.7112074,0.4859611,-7.0800877,-7.0615263,70.20303,38.984318
ATMU,Atmus Filtration Technologies Inc,Auto Parts,-0.1352265,-4.5454545,-13.338549,-14.442943,-20.491655,-14.640724
ATO,Atmos Energy Corp,Utilities - Regulated Gas,-1.0986328,-2.7312565,-4.6262507,-4.743989,-10.222173,-3.3347254
ATR,Aptargroup Inc,Medical Instruments & Supplies,-0.18413258,2.1046598,-5.3590407,3.62367,2.9902527,2.2302394
ATRC,Atricure Inc,Medical Instruments & Supplies,0.7707474,6.015463,25.575163,95.208336,92.69923,42.113247
ATRO,Astronics Corp,Aerospace & Defense,-6.0945535,-11.851851,-28.38259,-17.279047,25.44,47.433628
ATS,ATS Corp,Specialty Industrial Machinery,-1.2866701,-0.92975205,-2.0929046,-31.573315,-36.405834,-30.355846
ATTO,Attovia Therapeutics Inc,Biotechnology,-3.3442087,3.6745408,4.359313,0,0,0
AU,AngloGold Ashanti Plc,Gold,0.22890127,-7.205381,1.1144578,10.828656,25.903238,18.09334
AUB,Atlantic Union Bankshares Corp,Banks - Regional,-0.12518778,0.8851796,-6.229431,1.8641471,16.399183,13.002832
AUGO,Aura Minerals Inc,Gold,-0.61413676,0.5274262,9.205501,34.985836,40.44539,70.12794
AUPH,Aurinia Pharmaceuticals Inc,Biotechnology,-1.7062767,-0.73846155,5.493787,-2.0048602,15.049929,1.1285267
AUR,Aurora Innovation Inc,Auto Parts,-0.30959752,-0.9230769,-7.6040173,2.5477707,55.932205,67.708336
AVA,Avista Corp,Utilities - Diversified,-0.9276944,-2.9144385,-6.9689984,-8.677062,-5.3687778,-5.786196
AVAH,Aveanna Healthcare Holdings Inc,Medical Care Facilities,-0.4867872,2.0684736,12.765958,83.697044,119.47853,75.153
AVAL,Grupo Aval Acciones y Valores SA ADR,Banks - Regional,0.18656716,0.56179774,-2.1857924,-6.6086955,29.710144,32.592594
AVAV,AeroVironment Inc,Aerospace & Defense,2.3402867,11.49858,-13.327444,-7.440599,-20.599838,-35.0986
AVBP,ArriVent BioPharma Inc,Biotechnology,-2.100105,-6.1094327,-3.5849707,-11.877757,27.02089,39.015903
AVEX,AEVEX Corp,Aerospace & Defense,-0.799508,-1.4660965,-20.227497,-11.8579235,0,0
AVGO,Broadcom Inc,Semiconductors,-1.5809933,-6.8911576,-13.546365,-17.52279,9.262181,-1.9734181
AVLN,Avalyn Pharma Inc,Biotechnology,-2.0011435,-4.4593086,-10.379085,8.99841,0,0
AVNT,Avient Corp,Specialty Chemicals,-0.4616132,-2.2195704,-9.737827,8.789166,28.392353,31.145967
AVO,Mission Produce Inc,Food Distribution,-3.2786884,-7.675112,-4.324324,7.832898,1.391162,6.8103447
AVPT,AvePoint Inc,Software - Infrastructure,-0.036764707,4.8996916,2.6037736,30.595581,31.990292,-2.12383
AVR,Anteris Technologies Global Corp,Medical Devices,-4.357798,-2.2274325,-11.464968,-14.723927,48.92857,67.13427
AVT,Avnet Inc,Electronics & Computer Distribution,0.3248863,0.9810334,-6.073203,1.2791079,58.49444,92.67887
AVTR,Avantor Inc,Medical Instruments & Supplies,1.8469657,3.7634408,14.37037,61.1691,105.592545,34.729492
AVTX,Avalo Therapeutics Inc,Biotechnology,-0.67985165,-11.751784,-19.448622,9.319728,19.746647,-11.508811
AVY,Avery Dennison Corp,Packaging & Containers,0.35104144,1.0189058,-2.8875551,8.091757,6.4283943,-5.6960635
AWF,AllianceBernstein Global High Income Fund Inc,Closed-End Fund - Debt,-0.100603625,-1.3902681,-2.2637796,-2.1674876,-0.997009,-7.109448
AWI,Armstrong World Industries Inc,Building Products & Equipment,-0.0873744,-4.2581186,-10.649104,1.3997973,-2.3007445,-16.227106
AWK,American Water Works Co Inc,Utilities - Regulated Water,-0.64785486,-1.6461198,2.731671,10.354201,1.6422417,5.762452
AWR,American States Water Co,Utilities - Regulated Water,-0.7690542,-2.0729496,-1.6160237,12.112566,19.406076,19.274282
AX,Axos Financial Inc,Banks - Regional,-1.1413333,-0.6751688,-6.685461,5.2344728,11.756904,7.5673165
AXGN,Axogen Inc,Medical Devices,2.718136,-4.8656654,-8.504578,0.2899197,46.101364,37.396885
AXON,Axon Enterprise Inc,Aerospace & Defense,-9.812722,-9.779592,-26.846704,4.411904,-10.919459,-22.159422
AXP,American Express Co,Credit Services,-1.022027,0.8172778,-3.5037625,-4.014793,9.790186,-12.304365
AXS,Axis Capital Holdings Ltd,Insurance - Specialty,0.54,2.1955683,0.66079295,-0.44558868,0.974189,-6.1163507
AXSM,Axsome Therapeutics Inc,Biotechnology,-5.7761564,-3.1144662,-5.6410966,-18.53493,30.047157,11.733465
AXTA,Axalta Coating Systems Ltd,Specialty Chemicals,-1.1286011,-3.3391404,-7.809471,-4.2840714,30.856918,3.0331166
AXTI,AXT Inc,Semiconductor Equipment & Materials,1.1216264,-16.267595,-39.877045,-31.772495,6.379056,252.9052
AYA,Aya Gold & Silver Inc,Silver,-0.78037906,-10.672465,0.11248594,34.305836,0,0
AYI,Acuity Inc,Electrical Equipment & Parts,-2.976961,-6.5336657,-16.80355,-5.597884,11.934894,-16.720364
AZN,Astrazeneca plc,Drug Manufacturers - General,-1.17841,3.1285841,3.1614506,-7.477277,-11.846405,-11.971065
AZO,Autozone Inc,Auto Parts,-3.549799,-1.7423745,-5.2677774,-6.664426,-12.874288,-15.664161
AZTA,Azenta Inc,Medical Instruments & Supplies,3.0898876,9.552238,-1.6378797,41.69884,63.59584,-0.69152135
AZUL,Azul SA ADR,Airlines,-2.2421525,-8.274895,-18.045113,-25.171625,0,0
AZZ,AZZ Inc,Specialty Business Services,0.25612053,-3.760214,-13.149308,-15.326378,11.859136,24.174286
B,Barrick Mining Corp,Gold,0.6363422,-4.2386184,0.4233302,5.8502727,14.970383,-1.9517796
BA,Boeing Co,Aerospace & Defense,-0.27583584,1.5841488,-7.1962824,-5.850395,7.4672,-3.4220707
BABA,Alibaba Group Holding Ltd ADR,Internet Retail,0.10070494,-0.054844607,-12.324593,2.0915034,-10.677232,-25.405922
BAC,Bank Of America Corp,Banks - Diversified,0.084076,-5.0263286,-6.839881,5.907473,26.20865,8.218182
BAH,Booz Allen Hamilton Holding Corp,Consulting Services,1.2008595,10.886427,6.7893825,20.644966,0.137586,-5.0972023
BALL,Ball Corp,Packaging & Containers,0.49415252,1.1942279,-0.2778686,5.6999307,6.922538,15.178403
BAM,Brookfield Asset Management Ltd,Asset Management,-1.6941882,-3.939648,-12.801978,-3.3726814,6.853147,-12.502386
BANC,Banc of California Inc,Banks - Regional,0.7583965,1.0869565,-5.5358047,-7.416625,10.516934,-3.576983
BAND,Bandwidth Inc,Software - Infrastructure,2.2666938,2.5599017,-5.133548,-2.549134,223.93272,224.1424
BANF,Bancfirst Corp,Banks - Regional,-0.5557547,0.12635379,-3.4716785,-0.332405,5.7578645,4.640634
BANR,Banner Corp,Banks - Regional,0.264109,2.4428349,-2.0638154,11.260219,24.212158,15.11331
BAP,Credicorp Ltd,Banks - Regional,-0.83501756,-0.6950547,-1.4222269,-2.5760267,15.937073,29.930313
BATRA,Atlanta Braves Holdings Inc,Entertainment,1.3391241,1.9850664,-0.2138275,2.7522936,21.659786,31.795717
BATRK,Atlanta Braves Holdings Inc,Entertainment,1.5828491,2.1148036,-3.831563,0.63517267,22.22758,28.51711
BAX,Baxter International Inc,Medical Instruments & Supplies,-0.62866724,-2.7880278,-8.490931,19.205631,46.811146,24.071167
BB,BlackBerry Ltd,Software - Infrastructure,0.6451613,0.6451613,-10.652921,-6.9212413,142.23602,105.80475
BBAI,BigBear.ai Holdings Inc,Information Technology Services,-2.0833333,-0.3533569,-12.149532,-28.061224,-21.22905,-47.77778
BBAR,BBVA Argentina ADR,Banks - Regional,-1.6216216,-3.9577837,-4.587156,-33.515984,8.656716,-19.424461
BBD,Banco Bradesco SA ADR,Banks - Regional,-1.1299435,2.0408163,13.268608,4.1666665,2.6392963,5.105105
BBDC,Barings BDC Inc,Asset Management,-0.45610034,-0.22857143,-7.0287538,5.3075995,7.380074,-4.901961
BBIO,BridgeBio Pharma Inc,Biotechnology,-5.512573,-10.107781,-14.394793,3.1990342,-0.2188503,-10.58962
BBN,BlackRock Taxable Municipal Bond Trust,Closed-End Fund - Debt,-1.7810026,-3.6245954,-5.3401146,-7.1116657,-5.819102,-8.762255
BBNX,Beta Bionics Inc,Medical Devices,14.943215,10.390356,9.510251,38.54467,79.71963,-36.888744
BBSI,Barrett Business Services Inc,Staffing & Employment Services,1.8663455,4.027052,8.011491,2.4213076,21.116678,-6.545153
BBT,Beacon Financial Corp,Banks - Regional,-0.095663264,0.83682007,-3.9251764,5.8445945,8.784722,18.809254
BBUC,Brookfield Business Corp,Conglomerates,-1.0050251,-3.7218046,-11.537133,-22.605017,-13.858056,-28.623188
BBVA,Banco Bilbao Vizcaya Argentaria SA ADR,Banks - Diversified,-0.92783505,-0.8596974,0.104166664,17.769608,40.36027,23.680824
BBWI,Bath & Body Works Inc,Specialty Retail,-6.644333,-5.590062,-11.111111,-18.677042,-13.858835,-16.733068
BBY,Best Buy Co Inc,Specialty Retail,-1.6766846,5.918437,9.129213,24.769169,48.471336,39.309727
BC,Brunswick Corp,Recreational Vehicles,-1.9104648,-3.0029607,-16.403402,-17.673807,-2.3698027,-7.327586
BCAT,BlackRock Capital Allocation Term Trust,Closed-End Fund - Equity,-3.4693878,-11.257035,-9.732824,-10.529634,-0.42105263,0.21186441
BCAX,Bicara Therapeutics Inc,Biotechnology,-2.2844827,-4.1032147,-9.101845,-2.4106758,23.139599,34.69994
BCC,Boise Cascade Co,Lumber & Wood Production,0.90365446,0,-7.3346353,1.7010447,11.171303,3.1657608
BCE,BCE Inc,Telecom Services,-2.4286323,-1.8431205,-1.9271948,-1.6323024,-11.2058935,-3.8623006
BCH,Banco de Chile ADR,Banks - Regional,0.048274197,-1.543943,0.8761256,3.08381,11.185622,9.078947
BCO,Brink's Co,Security & Protection Services,-0.39348462,0.6100379,-2.1836808,11.446709,11.435299,-6.7506213
BCPC,Balchem Corp,Specialty Chemicals,-0.9350836,-1.8236902,-7.3494787,-0.39175507,2.0122216,7.766041
BCRX,Biocryst Pharmaceuticals Inc,Drug Manufacturers - Specialty & Generic,-0.8505468,-7.325383,-17.907444,-9.232481,-15.876288,4.6153846
BCS,Barclays plc ADR,Banks - Diversified,-1.6241299,-3.7821484,-8.489208,-3.3067274,26.756353,-0.03929273
BCX,BlackRock Resources & Commodities Strategy Trust,Closed-End Fund - Equity,0.23622048,-3.414264,-0.15686275,10.025929,11.961302,15.938069
BDC,Belden Inc,Communication Equipment,-1.8340534,-5.4763117,-19.08569,-9.678728,-0.9255139,-4.4787645
BDJ,BlackRock Enhanced Equity Dividend Trust,Closed-End Fund - Equity,-0.6147541,0.20661157,-1.5228426,4.864865,12.922003,2.3206751
BDX,Becton Dickinson & Co,Medical Instruments & Supplies,1.6456181,3.403782,2.1033554,29.129045,20.625446,-4.199516
BE,Bloom Energy Corp,Electrical Equipment & Parts,0.8947676,-3.6876113,11.711751,-21.148642,72.76179,198.48083
BEAM,Beam Therapeutics Inc,Biotechnology,-3.7313433,-7.7656407,-14.317343,-31.98594,-5.7247257,-16.233767
BEKE,KE Holdings Inc ADR,Real Estate Services,-2.9341316,-3.9122703,-3.7982197,8.718981,2.0780857,2.85533
BELFA,Bel Fuse Inc,Electronic Components,0.83447766,-6.4576187,-23.022337,-28.16345,0.6962025,25.77075
BELFB,Bel Fuse Inc,Electronic Components,0.5903034,-5.796512,-22.20805,-21.809103,13.552844,36.62088
BEN,Franklin Templeton Inc,Asset Management,-0.53779507,-2.432591,-2.6323485,0.72617245,41.901108,39.347008
BEP,Brookfield Renewable Partners LP,Utilities - Renewable,-2.1066937,-7.6602564,-16.347271,-18.246311,-6.5520597,6.8223953
BEPC,Brookfield Renewable Corp,Utilities - Renewable,-2.2214742,-8.040519,-17.236467,-22.367718,-24.701918,-24.230568
BETA,BETA Technologies Inc,Aerospace & Defense,-0.0967118,2.5310173,-19.296875,28.32298,41.700962,-26.76356
BFAM,Bright Horizons Family Solutions Inc,Personal Services,0.807537,2.353477,-4.097311,4.8041043,-12.828139,-33.52071
BFC,Bank First Corp,Banks - Regional,0.33935913,0.17591868,-1.9951556,7.7586207,17.97882,26.210802
BFH,Bread Financial Holdings Inc,Credit Services,-1.4464891,0.23277467,-3.235955,5.116688,44.26427,45.41402
BFLY,Butterfly Network Inc,Medical Devices,5.263158,4.5576406,-13.525499,-12.35955,96.47355,105.26316
BFS,Saul Centers Inc,REIT - Retail,-1.3487476,-3.5478806,-10.358914,-14.737719,-5.1266212,-2.568982
BFST,Business First Bancshares Inc,Banks - Regional,0,1.1893282,-1.9620056,9.419535,21.96823,20.428463
BG,Bunge Global SA,Farm Products,0.43718553,-1.4089069,5.961187,8.1542015,3.055438,36.686127
BGC,BGC Group Inc,Capital Markets,-0.16447368,-0.41017228,8.781362,0.746888,29.286474,35.946247
BGSI,Boyd Group Services Inc,Auto & Truck Dealerships,-4.420131,4.660357,-4.9608355,-5.372617,-38.12593,-45.160076
BH,Biglari Holdings Inc,Restaurants,-5.022606,-4.884474,-11.418349,4.1714253,12.839377,4.268568
BHC,Bausch Health Companies Inc,Drug Manufacturers - Specialty & Generic,-4.222973,-7.9545455,-13.829787,18.867924,13.173653,-18.417267
BHE,Benchmark Electronics Inc,Electronic Components,0.52595156,-2.3659093,-13.710348,-21.199957,34.42532,69.855
BHF,Brighthouse Financial Inc,Insurance - Life,-2,-4.2033234,-12.091855,-22.529644,-17.438921,-24.371044
BHP,BHP Group Limited ADR,Other Industrial Metals & Mining,0.035402406,-8.108401,-4.0737805,-3.527939,29.836115,40.417427
BHRB,Burke & Herbert Financial Services Corp,Banks - Regional,-0.06987143,0.9030619,-1.1336927,9.158907,18.433256,14.764885
BHVN,Biohaven Ltd,Biotechnology,-2.3734176,-17.733334,-14.661134,-9.064112,38.18589,9.300265
BIDU,Baidu Inc ADR,Internet Content & Information,-1.6430904,-1.7820276,-13.1867075,-19.121332,-20.890951,-30.82045
BIIB,Biogen Inc,Drug Manufacturers - General,-0.54747885,2.5815024,3.3564427,9.965408,19.128183,22.830843
BILI,Bilibili Inc ADR,Internet Content & Information,-1.7789073,-2.82841,-10.27278,-10.116279,-35.79734,-37.128914
BILL,BILL Holdings Inc,Software - Application,0.5838534,4.2136,3.0103092,53.865105,25.370138,-8.397507
BIO,Bio-Rad Laboratories Inc,Medical Devices,2.5641026,0.2732313,6.4099317,33.833736,42.916557,24.756592
BIP,Brookfield Infrastructure Partners L.P,Utilities - Diversified,-1.71108,-4.366812,-9.94603,-6.7340965,-3.921031,0.8635579
BIPC,Brookfield Infrastructure Corp,Utilities - Regulated Gas,-1.7308766,-5.172414,-10.886076,-11.133553,-13.831089,-22.46696
BIRK,Birkenstock Holding Plc,Footwear & Accessories,-2.120026,-4.91128,-20.734283,-34.916504,-9.988003,-26.625917
BJ,BJ's Wholesale Club Holdings Inc,Discount Stores,-0.26230195,7.400294,0.66716087,11.546585,-2.0403957,5.5870266
BJRI,BJ's Restaurant Inc,Restaurants,-2.896685,-0.7157548,-8.948242,10.614116,72.104965,53.14721
BKD,Brookdale Senior Living Inc,Medical Care Facilities,-0.50377834,-2.3887973,-3.1071136,-13.186813,-13.755459,9.823911
BKE,Buckle Inc,Apparel Retail,-1.5396076,-2.747118,-8.1963415,-12.2205,-19.394186,-25.776863
BKH,Black Hills Corp,Utilities - Regulated Gas,-0.93457943,-3.9274924,-4.673661,-3.8350515,3.125,0.7778738
BKNG,Booking Holdings Inc,Travel Services,-2.2982607,-1.2166291,-16.331314,-0.2677844,-0.9491124,-20.023603
BKR,Baker Hughes Co,Oil & Gas Equipment & Services,-0.10567101,-10.873664,-12.604006,-2.89334,-6.014913,24.549847
BKSY,BlackSky Technology Inc,Specialty Business Services,2.7884614,-1.0643221,-30.516737,-26.250431,-18.052895,14.026667
BKU,BankUnited Inc,Banks - Regional,0.2923319,-1.3274336,-6.8115335,-6.184266,2.2701216,0.06730985
BKV,BKV Corp,Oil & Gas E&P,2.225021,1.0373445,-7.5901327,-0.81466395,-16.323025,-10.313075
BL,BlackLine Inc,Software - Application,-3.7966325,-1.1197828,-0.5460751,8.853194,-25.4922,-47.296074
BLBD,Blue Bird Corp,Farm & Heavy Construction Machinery,-0.97740746,-1.2621825,-3.2561052,-16.475199,15.665357,31.48936
BLCO,Bausch + Lomb Corp,Medical Instruments & Supplies,-1.9908987,-3.147836,1.3529412,15.870881,9.6055975,0.87822014
BLDR,Builders Firstsource Inc,Building Products & Equipment,-0.066401064,-1.9384265,-14.257228,-25.300905,-25.880325,-41.490913
BLFS,Biolife Solutions Inc,Medical Instruments & Supplies,2.7095683,4.179788,2.651622,39.746544,93.0504,50.496277
BLK,Blackrock Inc,Asset Management,-0.6512763,-1.2471666,-7.7106814,0.8161205,10.51769,-1.0912421
BLKB,Blackbaud Inc,Software - Application,-1.2918766,2.2918086,3.8949068,66.71597,2.1295877,-28.806065
BLLN,Billiontoone Inc,Diagnostics & Research,3.42194,5.1532874,11.031839,-0.83689964,37.19737,27.407135
BLSH,Bullish,Software - Infrastructure,-5.7416267,3.2615025,42.067307,47.13693,-6.6104817,-6.3638763
BLTE,Belite Bio Inc ADR,Biotechnology,-2.0578034,-7.4907184,3.817168,15.959485,9.606054,5.9264817
BLX,Bladex Inc,Banks - Regional,-0.84279954,-2.2222223,-1.7785844,-10.069791,10.448979,21.345291
BLZE,Backblaze Inc,Software - Infrastructure,1.1682243,-1.8140589,-33.006706,58.60806,254.91803,178.75537
BMA,Banco Macro SA ADR,Banks - Regional,-1.298364,-3.9787798,-3.5646327,-25.236034,12.306102,-15.683229
BMEZ,BlackRock Health Sciences Term Trust,Closed-End Fund - Equity,-1.4751076,-4.2985077,0.062421974,10.171822,16.497093,6.5116277
BMI,Badger Meter Inc,Scientific & Technical Instruments,-0.8725043,-1.3455371,-2.012432,-6.929889,-14.755982,-27.693367
BMNR,BitMine Immersion Technologies Inc,Capital Markets,-8.385093,-2.51962,26.001068,46.22057,12.702961,-13.075506
BMO,Bank of Montreal,Banks - Diversified,-0.3327978,0.61982274,-6.25,1.6859852,29.791527,33.831573
BMRN,Biomarin Pharmaceutical Inc,Biotechnology,-2.9513628,0.062102158,-3.2863145,17.84604,19.065214,8.446913
BMY,Bristol-Myers Squibb Co,Drug Manufacturers - General,-0.57722306,-1.0557367,-1.3925421,18.018518,10.873347,18.149796
BN,Brookfield Corp,Asset Management,-1.2762563,-3.608515,-13.146199,-16.449144,-2.9534762,-19.089127
BNL,Broadstone Net Lease Inc,REIT - Diversified,-1.722441,-3.573153,-5.8906693,-2.9640427,7.1351933,14.968336
BNS,Bank Of Nova Scotia,Banks - Diversified,-0.160548,1.2702204,2.1127532,7.181432,36.89463,26.58434
BNT,Brookfield Wealth Solutions Ltd,Insurance - Diversified,-1.0910058,-3.8043478,-13.275782,-16.528183,-8.650774,-19.107725
BNTX,BioNTech SE ADR,Biotechnology,-2.1950233,-1.4674412,5.5567684,6.38134,8.311863,1.5651261
BNY,Bank Of New York Mellon Corp,Banks - Diversified,-1.8964862,-4.8243184,-5.844037,7.6864166,0,1425.3452
BOBS,Bob's Discount Furniture Inc,Specialty Retail,-9.8452015,-11.97098,-20.610687,8.252789,16.57326,0
BOH,Bank of Hawaii Corp,Banks - Regional,-0.75,0.053057436,-5.5117126,-3.108542,6.8867793,10.326166
BOKF,BOK Financial Corp,Banks - Regional,-0.4326782,0.9367333,-6.8281636,4.17402,8.555209,14.612528
BOOT,Boot Barn Holdings Inc,Apparel Retail,-10.130216,-10.243322,-21.787607,-26.3173,-18.696562,-27.256758
BORR,Borr Drilling Ltd,Oil & Gas Drilling,5.8252425,1.3953488,-3.1111112,3.3175356,-7.2340426,8.188585
BOW,Bowhead Specialty Holdings Inc,Insurance - Property & Casualty,0,0.23781213,0.80717486,23.607038,55.60683,18.149965
BOX,Box Inc,Software - Infrastructure,-0.17211704,0.8988112,7.7733045,40.09662,41.348495,16.349047
BP,BP plc ADR,Oil & Gas Integrated,2.242543,2.8021016,9.5915985,20.102303,4.8682446,35.21451
BPOP,Popular Inc,Banks - Regional,-0.47078705,0.030330604,-6.7887626,3.5543833,26.379522,32.428524
BR,Broadridge Financial Solutions Inc,Information Technology Services,-2.3739893,1.2790006,1.4358913,23.728197,-2.357192,-23.712864
BRAI,Braiin Ltd,Computer Hardware,-1.981982,-3.716814,-0.36630037,-36.374268,-32.922318,0
BRBR,Bellring Brands Inc,Packaged Foods,-0.54347825,-2.969247,-10.117878,-3.2769556,-46.864113,-65.7688
BRC,Brady Corp,Security & Protection Services,-1.2378528,-2.3561707,-9.43136,0.07033173,5.551434,8.93199
BRKR,Bruker Corp,Medical Devices,5.867831,2.4251332,-3.3292873,-2.5860562,67.16642,18.340055
BRO,Brown & Brown Inc,Insurance Brokers,-1.6098347,1.0521569,-2.3671217,13.756345,0.26845637,-15.6461735
BROS,Dutch Bros Inc,Restaurants,-4.6992054,-6.6281137,-16.73939,-40.63914,-16.04,-31.427637
BRSL,Brightstar Lottery PLC,Gambling,-1.0289991,-4.8561153,-8.556612,-6.454465,-17.279125,-31.653748
BRUN,Boost Run Inc,Software - Infrastructure,-6.863418,-21.831797,-40.03535,-63.024525,0,0
